"taxonID","description","type","source","language"
"rinse-pathways-checklist:taxon:85a8d248e2ee3ac64add9d73fa30ac59","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2006.1.2.3","en"
"rinse-pathways-checklist:taxon:85a8d248e2ee3ac64add9d73fa30ac59","cbd_2014_pathway:stowaway","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2006.1.2.3","en"
"rinse-pathways-checklist:taxon:85a8d248e2ee3ac64add9d73fa30ac59","cbd_2014_pathway:contaminant","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2006.1.2.3","en"
"rinse-pathways-checklist:taxon:85a8d248e2ee3ac64add9d73fa30ac59","cbd_2014_pathway:natural_dispersal","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2006.1.2.3","en"
"rinse-pathways-checklist:taxon:85a8d248e2ee3ac64add9d73fa30ac59","cbd_2014_pathway:unaided","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x | https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2006.1.2.3","en"
"rinse-pathways-checklist:taxon:862d3819e0f4742cbba3303a98489b97","Europe (WGSRPD:1)","native range","http://www.nederlandsesoorten.nl | http://www.repository.naturalis.nl/document/41874","en"
"rinse-pathways-checklist:taxon:862d3819e0f4742cbba3303a98489b97","cbd_2014_pathway:stowaway","pathway","http://www.nederlandsesoorten.nl | http://www.repository.naturalis.nl/document/41874","en"
"rinse-pathways-checklist:taxon:862d3819e0f4742cbba3303a98489b97","cbd_2014_pathway:contaminant","pathway","http://www.nederlandsesoorten.nl | http://www.repository.naturalis.nl/document/41874","en"
"rinse-pathways-checklist:taxon:864a11d7e946057065326af33dcf7930","Africa (WGSRPD:2)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:864a11d7e946057065326af33dcf7930","cbd_2014_pathway:escape","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:88944a22b679a67c1fb20f3db5960057","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:88944a22b679a67c1fb20f3db5960057","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:88944a22b679a67c1fb20f3db5960057","cbd_2014_pathway:natural_dispersal","pathway","http://www.europe-aliens.org | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:88944a22b679a67c1fb20f3db5960057","cbd_2014_pathway:unaided","pathway","http://www.europe-aliens.org | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:88abea2119e9b7d9bc0d7e5595d3e88a","Europe (WGSRPD:1)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:88abea2119e9b7d9bc0d7e5595d3e88a","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:88abea2119e9b7d9bc0d7e5595d3e88a","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:88abea2119e9b7d9bc0d7e5595d3e88a","cbd_2014_pathway:escape_food_bait","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:88d423478221b9a7eaca39269ea16eed","Southern America (WGSRPD:8)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:88d423478221b9a7eaca39269ea16eed","cbd_2014_pathway:escape","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:88f1b7ab5021b85ed79d39c1c5e9500c","Northern America (WGSRPD:7)","native range","https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:88f1b7ab5021b85ed79d39c1c5e9500c","cbd_2014_pathway:stowaway","pathway","https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:88f1b7ab5021b85ed79d39c1c5e9500c","cbd_2014_pathway:contaminant","pathway","https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:896e6bb548b9565f733fb2a020420675","Asia","native range","http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:896e6bb548b9565f733fb2a020420675","cbd_2014_pathway:release","pathway","http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:89d8936827fa1ea217158bd46fa04a09","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:89d8936827fa1ea217158bd46fa04a09","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:8ad1100d5c057f620e217f624ff20922","Europe (WGSRPD:1)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nederlandsesoorten.nl | www.animalbase.uni-goettingen.de","en"
"rinse-pathways-checklist:taxon:8aec80e4c64f45d6cbe579d3ea202646","Australia (WGSRPD:50)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:8aec80e4c64f45d6cbe579d3ea202646","cbd_2014_pathway:escape","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:8afa58ca5d71dab8df400a4b74f03400","Asia","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:8afa58ca5d71dab8df400a4b74f03400","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:8afa58ca5d71dab8df400a4b74f03400","cbd_2014_pathway:escape","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:8afa58ca5d71dab8df400a4b74f03400","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:8afa58ca5d71dab8df400a4b74f03400","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:8afa58ca5d71dab8df400a4b74f03400","cbd_2014_pathway:release_biocontrol","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf","en"
"rinse-pathways-checklist:taxon:8b6e031223d2eab6f733ebe48300742c","Northern America (WGSRPD:7)","native range","https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:8b6e031223d2eab6f733ebe48300742c","cbd_2014_pathway:stowaway","pathway","https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:8b6e031223d2eab6f733ebe48300742c","cbd_2014_pathway:contaminant","pathway","https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:8ba34b04943113e9bf199e7560aa955f","Southern America (WGSRPD:8)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:8ba34b04943113e9bf199e7560aa955f","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:8ba34b04943113e9bf199e7560aa955f","cbd_2014_pathway:escape","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:8bf7076fbad68e59d8058e938a2d6a27","Northern America (WGSRPD:7)","native range","https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2010.5.2.04","en"
"rinse-pathways-checklist:taxon:8bf7076fbad68e59d8058e938a2d6a27","cbd_2014_pathway:release","pathway","https://doi.org/10.1111/j.1365-2427.2010.02396.x | https://doi.org/10.3391/ai.2010.5.2.04","en"
"rinse-pathways-checklist:taxon:8d080ecaedb20334b53f5133e62966c6","Africa (WGSRPD:2)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:8d080ecaedb20334b53f5133e62966c6","Asia","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:8d080ecaedb20334b53f5133e62966c6","Europe (WGSRPD:1)","native range","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:8d080ecaedb20334b53f5133e62966c6","cbd_2014_pathway:escape","pathway","https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.unep-aewa.org/sites/default/files/document/tc8_25_review_non_native_species_0.pdf","en"
"rinse-pathways-checklist:taxon:8d436428a84b87020517639bde55bbc4","Europe (WGSRPD:1)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29","en"
"rinse-pathways-checklist:taxon:8d436428a84b87020517639bde55bbc4","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29","en"
"rinse-pathways-checklist:taxon:8d436428a84b87020517639bde55bbc4","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29","en"
"rinse-pathways-checklist:taxon:8d436428a84b87020517639bde55bbc4","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29","en"
"rinse-pathways-checklist:taxon:8d436428a84b87020517639bde55bbc4","cbd_2014_pathway:release_biocontrol","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.eppo.int/INVASIVE_PLANTS/ias_lists.htm | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.1007/978-3-540-79236-9_29","en"
"rinse-pathways-checklist:taxon:8d63565ed3794f875f969f62c9d72a61","Europe (WGSRPD:1)","native range","http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:8d63565ed3794f875f969f62c9d72a61","cbd_2014_pathway:escape","pathway","http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:8e6b2437d84cc477e0ed2a342d0d5781","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:8e6b2437d84cc477e0ed2a342d0d5781","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:8e6b2437d84cc477e0ed2a342d0d5781","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:8e6b2437d84cc477e0ed2a342d0d5781","cbd_2014_pathway:natural_dispersal","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:8e6b2437d84cc477e0ed2a342d0d5781","cbd_2014_pathway:unaided","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:8e6b2437d84cc477e0ed2a342d0d5781","cbd_2014_pathway:escape_food_bait","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:901e57f68a2c8a9a2778723e45df8f2e","Southern America (WGSRPD:8)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:901e57f68a2c8a9a2778723e45df8f2e","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:901e57f68a2c8a9a2778723e45df8f2e","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.fao.org/fishery/introsp/search/en | https://doi.org/10.3391/ai.2013.8.1.02","en"
"rinse-pathways-checklist:taxon:90387a1b5051a5e2afbe96d9097d54f8","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:90387a1b5051a5e2afbe96d9097d54f8","cbd_2014_pathway:stowaway","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:90387a1b5051a5e2afbe96d9097d54f8","cbd_2014_pathway:contaminant","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:91880190b12c7965c11fc61a1df0e858","Northern America (WGSRPD:7)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:91880190b12c7965c11fc61a1df0e858","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:91880190b12c7965c11fc61a1df0e858","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:91880190b12c7965c11fc61a1df0e858","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://alienplantsbelgium.be/sites/alienplantsbelgium.be/files/tabel_2.pdf | http://www.nobanis.org | http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:91c3b74922907e88cd3b69862e572b22","Australia (WGSRPD:50)","native range","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:91c3b74922907e88cd3b69862e572b22","cbd_2014_pathway:stowaway","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:91c3b74922907e88cd3b69862e572b22","cbd_2014_pathway:contaminant","pathway","http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://www.repository.naturalis.nl/document/41874 | https://doi.org/10.3391/ai.2013.8.1.02 | https://doi.org/10.3391/ai.2007.2.3.9","en"
"rinse-pathways-checklist:taxon:91d066e3aefde1049f794ea8981b92b2","Asia","native range","http://www.europe-aliens.org | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:91d066e3aefde1049f794ea8981b92b2","Europe (WGSRPD:1)","native range","http://www.europe-aliens.org | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:91d066e3aefde1049f794ea8981b92b2","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://www.fao.org/fishery/introsp/search/en | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:927b9440da0f70e526cb464cca9deae3","Northern America (WGSRPD:7)","native range","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:927b9440da0f70e526cb464cca9deae3","cbd_2014_pathway:release","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:927b9440da0f70e526cb464cca9deae3","cbd_2014_pathway:escape","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:927b9440da0f70e526cb464cca9deae3","cbd_2014_pathway:natural_dispersal","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:927b9440da0f70e526cb464cca9deae3","cbd_2014_pathway:unaided","pathway","http://www.europe-aliens.org | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm | http://ias.biodiversity.be | http://www.nobanis.org | http://www.nederlandsesoorten.nl | https://doi.org/10.1111/j.1523-1739.2009.01249.x","en"
"rinse-pathways-checklist:taxon:937b2368a18d2d65b5251c88389fc3ba","Asia","native range","http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:937b2368a18d2d65b5251c88389fc3ba","Europe (WGSRPD:1)","native range","http://www.nobanis.org | http://www.nederlandsesoorten.nl | http://en.wikipedia.org/wiki/Main_Page","en"
"rinse-pathways-checklist:taxon:93e772e504fc2b2cd79bc3e3f22ff55e","Europe (WGSRPD:1)","native range","http://www.nederlandsesoorten.nl","en"
"rinse-pathways-checklist:taxon:957206241e6587c1f4211a27609eeef6","Africa (WGSRPD:2)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:957206241e6587c1f4211a27609eeef6","Asia","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:957206241e6587c1f4211a27609eeef6","Europe (WGSRPD:1)","native range","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:957206241e6587c1f4211a27609eeef6","cbd_2014_pathway:release","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:957206241e6587c1f4211a27609eeef6","cbd_2014_pathway:escape","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:957206241e6587c1f4211a27609eeef6","cbd_2014_pathway:natural_dispersal","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
"rinse-pathways-checklist:taxon:957206241e6587c1f4211a27609eeef6","cbd_2014_pathway:unaided","pathway","http://www.cabi.org/isc | http://www.europe-aliens.org | http://www.issg.org/database | https://secure.fera.defra.gov.uk/nonnativespecies/home/index.cfm","en"
